"genus","species","authority","year"
"Hemidactylus","granchii","LANZA",1978
"Hemidactylus","graniticolus","AGARWAL GIRI & BAUER",2011
"Hemidactylus","granosus","HEYDEN",1827
"Hemidactylus","granti","BOULENGER",1899
"Hemidactylus","greeffii","BOCAGE",1886
"Hemidactylus","gujaratensis","GIRI BAUER VYAS & PATIL",2009
"Hemidactylus","hajarensis","CARRANZA & ARNOLD",2012
"Hemidactylus","hemchandrai","DANDGE & TIPLE",2015
"Hemidactylus","homoeolepis","BLANFORD",1881
"Hemidactylus","hunae","DERANIYAGALA",1937
"Hemidactylus","imbricatus","BAUER GIRI GREENBAUM JACKMAN DHARNE & SHOUCHE",2008
"Hemidactylus","inexpectatus","CARRANZA & ARNOLD",2012
"Hemidactylus","inintellectus","Sindaco Ziliani Razzetti Pupin Grieco",2009
"Hemidactylus","isolepis","BOULENGER",1895
"Hemidactylus","ituriensis","SCHMIDT",1919
"Hemidactylus","jubensis","BOULENGER",1895
"Hemidactylus","jumailiae","BUSAIS & JOGER",2011
"Hemidactylus","kamdemtohami","BAUER & PAUWELS",2002
"Hemidactylus","kangerensis","MIRZA BHOSALE & PATIL",2017
"Hemidactylus","karenorum","THEOBALD",1868
"Hemidactylus","klauberi","SCORTECCI",1948
"Hemidactylus","kolliensis","AGARWAL BAUER GIRI & KHANDEKAR",2019
"Hemidactylus","kundaensis","CHIRIO & TRAPE",2012
"Hemidactylus","kurdicus","SAFAEI-MAHROO GHAFFARI GHAFOOR & AMINI",2017
"Hemidactylus","kushmorensis","MURRAY",1884
"Hemidactylus","kyaboboensis","WAGNER LEACHE & FUJITA",2014
"Hemidactylus","laevis","BOULENGER",1901
"Hemidactylus","lamaensis","ULLENBRUCH GRELL & BOHME",2010
"Hemidactylus","lankae","DERANIYAGALA",1953
"Hemidactylus","laticaudatus","ANDERSSON",1910
"Hemidactylus","lavadeserticus","MORAVEC & BOHME",1997
"Hemidactylus","lemurinus","ARNOLD",1980
"Hemidactylus","leschenaultii","DUMERIL & BIBRON",1836
"Hemidactylus","longicephalus","BOCAGE",1873
"Hemidactylus","lopezjuradoi","ARNOLD VASCONCELOS HARRIS MATEO & CARRANZA",2008
"Hemidactylus","luqueorum","CARRANZA & ARNOLD",2012
"Hemidactylus","mabouia","MOREAU DE JONNES",1818
"Hemidactylus","macropholis","BOULENGER",1896
"Hemidactylus","maculatus","DUMERIL & BIBRON",1836
"Hemidactylus","makolowodei","BAUER LEBRETON CHIRIO INEICH & TALLA KOUETE",2006
"Hemidactylus","malcolmsmithi","CONSTABLE",1949
"Hemidactylus","mandebensis","SMID MORAVEC KRATOCHVIL NASHER MAZUCH GVOZDIK & CARRANZA",2015
"Hemidactylus","masirahensis","CARRANZA & ARNOLD",2012
"Hemidactylus","matschiei","TORNIER",1901
"Hemidactylus","megalops","PARKER",1932
"Hemidactylus","mercatorius","GRAY",1842
"Hemidactylus","mindiae","BAHA EL DIN",2005
"Hemidactylus","minutus","VASCONCELOS & CARRANZA",2014
"Hemidactylus","modestus","GUNTHER",1894
"Hemidactylus","montanus","BUSAIS & JOGER",2011
"Hemidactylus","mrimaensis","MALONZA & BAUER",2014
"Hemidactylus","muriceus","PETERS",1870
"Hemidactylus","murrayi","GLEADOW",1887
"Hemidactylus","newtoni","FERREIRA",1897
"Hemidactylus","ophiolepis","BOULENGER",1903
"Hemidactylus","ophiolepoides","LANZA",1978
"Hemidactylus","oxyrhinus","BOULENGER",1899
"Hemidactylus","paaragowli","SRIKANTHAN SWAMY MOHAN & PAL",2018
"Hemidactylus","palaichthus","KLUGE",1969
"Hemidactylus","parvimaculatus","DERANIYAGALA",1953
"Hemidactylus","pauciporosus","LANZA",1978
"Hemidactylus","paucituberculatus","CARRANZA & ARNOLD",2012
"Hemidactylus","persicus","ANDERSON",1872
"Hemidactylus","pieresii","KELAART",1852
"Hemidactylus","platycephalus","PETERS",1854
"Hemidactylus","platyurus","SCHNEIDER",1797
"Hemidactylus","prashadi","SMITH",1935
"Hemidactylus","principensis","MILLER SELLAS & DREWES",2012
"Hemidactylus","pseudomuriceus","HENLE & BOHME",2003
"Hemidactylus","puccionii","CALABRESI",1927
"Hemidactylus","pumilio","BOULENGER",1899
"Hemidactylus","reticulatus","BEDDOME",1870
"Hemidactylus","richardsonii","GRAY",1845
"Hemidactylus","robustus","HEYDEN",1827
"Hemidactylus","romeshkanicus","TORKI",2011
"Hemidactylus","ruspolii","BOULENGER",1896
"Hemidactylus","saba","BUSAIS & JOGER",2011
"Hemidactylus","sahgali","MIRZA GOWANDE PATIL AMBEKAR & PATEL",2018
"Hemidactylus","sankariensis","AGARWAL BAUER GIRI & KHANDEKAR",2019
"Hemidactylus","sataraensis","GIRI & BAUER",2008
"Hemidactylus","scabriceps","ANNANDALE",1906
"Hemidactylus","shihraensis","BUSAIS & JOGER",2011
"Hemidactylus","sinaitus","BOULENGER",1885
"Hemidactylus","siva","SRINIVASULU SRINIVASULU & KUMAR",2018
"Hemidactylus","smithi","BOULENGER",1895
"Hemidactylus","somalicus","PARKER",1932
"Hemidactylus","squamulatus","TORNIER",1896
"Hemidactylus","stejnegeri","OTA & HIKIDA",1989
"Hemidactylus","sushilduttai","GIRI BAUER MOHAPATRA SRINVASULU & AGARWAL",2017
"Hemidactylus","tanganicus","LOVERIDGE",1929
"Hemidactylus","tasmani","HEWITT",1932
"Hemidactylus","taylori","PARKER",1932
"Hemidactylus","tenkatei","LIDTH DE JEUDE",1895
"Hemidactylus","thayene","ZUG & MCMAHAN",2007
"Hemidactylus","treutleri","MAHONY",2009
"Hemidactylus","triedrus","DAUDIN",1802
"Hemidactylus","tropidolepis","MOCQUARD",1888
"Hemidactylus","turcicus","LINNAEUS",1758
"Hemidactylus","ulii","SMID MORAVEC KRATOCHVIL GVOZDIK NASHER BUSAIS WILMS SHOBRAK CARRANZA",2013
"Hemidactylus","vanam","CHAITANYA LAJMI & GIRI",2018
"Hemidactylus","varadgirii","CHAITANYA AGARWAL LAJMI & KHANDEKAR",2019
"Hemidactylus","vietnamensis","DAREVSKY KUPRIYANOVA & ROSHCHIN",1984
"Hemidactylus","vijayraghavani","MIRZA",2018
"Hemidactylus","whitakeri","MIRZA GOWANDE PATIL AMBEKAR & PATEL",2018
"Hemidactylus","yajurvedi","MURTHY BAUER LAJMI AGARWAL & GIRI",2015
"Hemidactylus","yerburii","ANDERSON",1895
"Hemiergis","decresiensis","CUVIER",1829
"Hemiergis","gracilipes","STEINDACHNER",1870
"Hemiergis","initialis","WERNER",1910
"Hemiergis","millewae","COVENTRY",1976
"Hemiergis","peronii","GRAY",1831
"Hemiergis","quadrilineata","DUMERIL & BIBRON",1839
"Hemiergis","talbingoensis","COPLAND",1946
"Hemiphyllodactylus","arakuensis","AGARWAL KHANDEKAR GIRI RAMAKRISHNAN & KARANTH",2019
"Hemiphyllodactylus","aurantiacus","BEDDOME",1870
"Hemiphyllodactylus","banaensis","NGO VAN TRI GRISMER THAI & WOOD",2014
"Hemiphyllodactylus","bintik","GRISMER WOOD ANUAR QUAH MUIN ONN SUMARLI & LOREDO",2015
"Hemiphyllodactylus","changningensis","GUO ZHOU YAN & LI",2015
"Hemiphyllodactylus","chiangmaiensis","GRISMER WOOD & COTA",2014
"Hemiphyllodactylus","cicak","COBOS GRISMER WOOD QUAH ANUAR & MUIN",2016
"Hemiphyllodactylus","dushanensis","ZHOU & LIU",1981
"Hemiphyllodactylus","engganoensis","GRISMER RIYANTO ISKANDAR & MCGUIRE",2014
"Hemiphyllodactylus","flaviventris","SUKPRASERT SUTTHIWISES LAUHACHINDA & TAKSINTUM",2018
"Hemiphyllodactylus","ganoklonis","ZUG",2010
"Hemiphyllodactylus","harterti","WERNER",1900
"Hemiphyllodactylus","hongkongensis","SUNG LEE NG ZHANG & YANG",2018
"Hemiphyllodactylus","huishuiensis","YAN LIN GUO LI & ZHOU",2016
"Hemiphyllodactylus","indosobrinus","ELIADES PHIMMACHAK SIVONGXAY SILER & STUART",2019
"Hemiphyllodactylus","insularis","TAYLOR",1918
"Hemiphyllodactylus","jinpingensis","ZHOU & LIU",1981
"Hemiphyllodactylus","jnana","AGARWAL KHANDEKAR GIRI RAMAKRISHNAN & KARANTH",2019
"Hemiphyllodactylus","khlonglanensis","SUKPRASERT SUTTHIWISES LAUHACHINDA & TAKSINTUM",2018
"Hemiphyllodactylus","kiziriani","NGUYEN BOTOV LE DUC NOPHASEUD BONKOWSKI & ZIEGLER",2014
"Hemiphyllodactylus","kolliensis","AGARWAL KHANDEKAR GIRI RAMAKRISHNAN & KARANTH",2019
"Hemiphyllodactylus","larutensis","BOULENGER",1900
"Hemiphyllodactylus","linnwayensis","GRISMER WOOD THURA ZIN QUAH MURDOCH GRISMER LI KYAW & LWIN",2017
"Hemiphyllodactylus","longlingensis","ZHOU & LIU",1981
"Hemiphyllodactylus","margarethae","BRONGERSMA",1931
"Hemiphyllodactylus","montawaensis","GRISMER WOOD THURA ZIN QUAH MURDOCH GRISMER LI KYAW & LWIN",2017
"Hemiphyllodactylus","serpispecus","ELIADES PHIMMACHAK SIVONGXAY SILER & STUART",2019
"Hemiphyllodactylus","tehtarik","GRISMER WOOD Jr ANUAR MUIN QUAH MCGUIRE BROWN VAN TRI & THAI",2013
"Hemiphyllodactylus","titiwangsaensis","ZUG",2010
"Hemiphyllodactylus","tonywhitteni","GRISMER WOOD THURA ZIN QUAH MURDOCH GRISMER LI KYAW & LWIN",2017
"Hemiphyllodactylus","typus","BLEEKER",1860
"Hemiphyllodactylus","uga","GRISMER WOOD THURA ZIN QUAH MURDOCH GRISMER LI KYAW & LWIN",2018
"Hemiphyllodactylus","yunnanensis","BOULENGER",1903
"Hemiphyllodactylus","ywanganensis","GRISMER WOOD THURA ZIN QUAH MURDOCH GRISMER LI KYAW & LWIN",2018
"Hemiphyllodactylus","zugi","NGUYEN LEHMANN LE DUC DUONG BONKOWSKI & ZIEGLER",2013
"Hemirhagerrhis","hildebrandtii","PETERS",1878
"Hemirhagerrhis","kelleri","BOETTGER",1893
"Hemirhagerrhis","nototaenia","GUNTHER",1864
"Hemirhagerrhis","viperina","BOCAGE",1873
"Hemitheconyx","caudicinctus","DUMERIL",1851
"Hemitheconyx","taylori","PARKER",1930
"Hemorrhois","algirus","JAN",1863
"Hemorrhois","hippocrepis","LINNAEUS",1758
"Hemorrhois","nummifer","REUSS",1834
"Hemorrhois","ravergieri","MENETRIES",1832
"Heremites","auratus","LINNAEUS",1758
"Heremites","septemtaeniatus","REUSS",1834
"Heremites","vittatus","OLIVIER",1804
"Herpetoreas","burbrinki","GUO ZHU LIU ZHNAG LI HUANG & PYRON",2014
"Herpetoreas","platyceps","BLYTH",1854
"Herpetoreas","sieboldii","GUNTHER",1860
"Hesperoedura","reticulata","BUSTARD",1969
"Heterodactylus","imbricatus","SPIX",1825
"Heterodactylus","lundii","REINHARDT & LUTKEN",1862
"Heterodactylus","septentrionalis","RODRIGUES DE FREITAS & SILVA",2009
"Heterodon","kennerlyi","KENNICOTT",1860
"Heterodon","nasicus","BAIRD & GIRARD",1852
"Heterodon","platirhinos","LATREILLE",1801
"Heterodon","simus","LINNAEUS",1766
"Heteroliodon","fohy","GLAW VENCES & NUSSBAUM",2005
"Heteroliodon","lava","NUSSBAUM & RAXWORTHY",2000
"Heteroliodon","occipitalis","BOULENGER",1896
"Heteronotia","atra","PEPPER DOUGHTY FUJITA MORITZ & KEOGH",2013
"Heteronotia","binoei","GRAY",1845
"Heteronotia","fasciolata","PEPPER DOUGHTY FUJITA MORITZ & KEOGH",2013
"Heteronotia","planiceps","STORR",1989
"Heteronotia","spelea","KLUGE",1963
"Heurnia","ventromaculata","JONG",1926
"Hierophis","andreanus","WERNER",1917
"Hierophis","gemonensis","LAURENTI",1768
"Hierophis","viridiflavus","LACEPEDE",1789
"Holaspis","guentheri","GRAY",1863
"Holaspis","laevis","WERNER",1896
"Holbrookia","approximans","BAIRD",1859
"Holbrookia","elegans","BOCOURT",1874
"Holbrookia","lacerata","COPE",1880
"Holbrookia","maculata","GIRARD",1851
"Holbrookia","propinqua","BAIRD & GIRARD",1852
"Holbrookia","subcaudalis","AXTELL",1956
"Holcosus","anomalus","ECHTERNACHT",1977
"Holcosus","bridgesii","COPE",1869
"Holcosus","chaitzami","STUART",1942
"Holcosus","festivus","LICHTENSTEIN & MARTENS",1856
"Holcosus","leptophrys","COPE",1893
"Holcosus","niceforoi","DUNN",1943
"Holcosus","orcesi","PETERS",1964
"Holcosus","quadrilineatus","HALLOWELL",1861
"Holcosus","septemlineatus","DUMERIL",1851
"Holcosus","undulatus","WIEGMANN",1834
"Holodactylus","africanus","BOETTGER",1893
"Holodactylus","cornii","SCORTECCI",1930
"Hologerrhum","dermali","BROWN LEVITON FERNER & SISON",2001
"Hologerrhum","philippinum","GUNTHER",1858
"Homalophis","doriae","PETERS",1871
"Homalophis","gyii","MURPHY VORIS & AULIYA",2005
"Homalopsis","buccata","LINNAEUS",1758
"Homalopsis","hardwickii","GRAY",1842
"Homalopsis","mereljcoxi","MURPHY VORIS MURTHY TRAUB & CUMBERBATCH",2012
"Homalopsis","nigroventralis","DEUVE",1970
"Homalopsis","semizonata","BLYTH",1855
"Homonota","andicola","CEI",1978
"Homonota","borellii","PERACCA",1897
"Homonota","darwinii","BOULENGER",1885
"Homonota","fasciata","DUMERIL & BIBRON",1836
"Homonota","horrida","BURMEISTER",1861
"Homonota","marthae","CACCIALI MORANDO AVILA & KOHLER",2018
"Homonota","rupicola","CACCIALI AVILA & BAUER",2007
"Homonota","septentrionalis","CACCIALI MORANDO MEDINA KOHLER MOTTE & AVILA",2017
"Homonota","taragui","CAJADE ETCHEPARE FALCIONE BARRASSO & ALVAREZ",2013
"Homonota","underwoodi","KLUGE",1964
"Homonota","uruguayensis","VAZ-FERREIRA & SIERRA de SORIANO",1961
"Homonota","whitii","BOULENGER",1885
"Homonota","williamsii","AVILA PEREZ MINOLI & MORANDO",2012
"Homopholis","arnoldi","LOVERIDGE",1944
"Homopholis","fasciata","BOULENGER",1890
"Homopholis","mulleri","VISSER",1987
"Homopholis","walbergii","SMITH",1849
"Homoroselaps","dorsalis","SMITH",1849
"Homoroselaps","lacteus","LINNAEUS",1758
"Hoplocephalus","bitorquatus","JAN",1859
"Hoplocephalus","bungaroides","SCHLEGEL",1837
"Hoplocephalus","stephensii","KREFFT",1869
"Hoplocercus","spinosus","FITZINGER",1843
"Hoplodactylus","delcourti","BAUER & RUSSELL",1986
"Hoplodactylus","duvaucelii","DUMERIL & BIBRON",1836
"Hormonotus","modestus","DUMERIL BIBRON & DUMERIL",1854
"Hyalosaurus","koellikeri","GUNTHER",1873
"Hydrablabes","periops","GUNTHER",1872
"Hydrablabes","praefrontalis","MOCQUARD",1890
"Hydraethiops","laevis","BOULENGER",1904
"Hydraethiops","melanogaster","GUNTHER",1872
"Hydrelaps","darwiniensis","BOULENGER",1896
"Hydrodynastes","bicinctus","HERRMANN",1804
"Hydrodynastes","gigas","DUMERIL BIBRON & DUMERIL",1854
"Hydrodynastes","melanogigas","FRANCO FERNANDES & BENTIM",2007
"Hydromorphus","concolor","PETERS",1859
"Hydromorphus","dunni","SLEVIN",1942
"Hydrophis","annandalei","LAIDLAW",1901
"Hydrophis","anomalus","SCHMIDT",1852
"Hydrophis","atriceps","GUNTHER",1864
"Hydrophis","belcheri","GRAY",1849
"Hydrophis","bituberculatus","PETERS",1873
"Hydrophis","brookii","GUNTHER",1872
"Hydrophis","caerulescens","SHAW",1802
"Hydrophis","cantoris","GUNTHER",1864
"Hydrophis","coggeri","KHARIN",1984
"Hydrophis","curtus","SHAW",1802
"Hydrophis","cyanocinctus","DAUDIN",1803
"Hydrophis","czeblukovi","KHARIN",1984
"Hydrophis","donaldi","UKUWELA SANDERS & FRY",2012
"Hydrophis","elegans","GRAY",1842
"Hydrophis","fasciatus","SCHNEIDER",1799
"Hydrophis","gracilis","SHAW",1802
"Hydrophis","hardwickii","GRAY",1834
"Hydrophis","hendersoni","BOULENGER",1903
"Hydrophis","inornatus","GRAY",1849
"Hydrophis","jerdonii","GRAY",1849
"Hydrophis","kingii","BOULENGER",1896
"Hydrophis","klossi","BOULENGER",1912
"Hydrophis","laboutei","RASMUSSEN & INEICH",2000
"Hydrophis","lamberti","SMITH",1917
"Hydrophis","lapemoides","GRAY",1849
"Hydrophis","macdowelli","KHARIN",1983
"Hydrophis","major","SHAW",1802
"Hydrophis","mamillaris","DAUDIN",1803
"Hydrophis","melanocephalus","GRAY",1849
"Hydrophis","melanosoma","GUNTHER",1864
"Hydrophis","nigrocinctus","DAUDIN",1803
"Hydrophis","obscurus","DAUDIN",1803
"Hydrophis","ocellatus","GRAY",1849
"Hydrophis","ornatus","GRAY",1842
"Hydrophis","pachycercos","FISCHER",1855
"Hydrophis","pacificus","BOULENGER",1896
"Hydrophis","parviceps","SMITH",1935
"Hydrophis","peronii","DUMERIL",1853
"Hydrophis","platurus","LINNAEUS",1766
"Hydrophis","schistosus","DAUDIN",1803
"Hydrophis","semperi","GARMAN",1881
"Hydrophis","sibauensis","RASMUSSEN AULIYA & BOHME",2001
"Hydrophis","spiralis","SHAW",1802
"Hydrophis","stokesii","GRAY",1846
"Hydrophis","stricticollis","GUNTHER",1864
"Hydrophis","torquatus","GUNTHER",1864
"Hydrophis","viperinus","SCHMIDT",1852
"Hydrophis","vorisi","KHARIN",1984
"Hydrophis","zweifeli","KHARIN",1985
"Hydrops","caesurus","SCROCCHI FERREIRA GIRAUDO AVILA & MOTTE",2005
"Hydrops","martii","WAGLER",1824
"Hydrops","triangularis","WAGLER",1824
"Hydrosaurus","amboinensis","SCHLOSSER",1768
"Hydrosaurus","pustulatus","ESCHSCHOLTZ",1829
"Hydrosaurus","weberi","BARBOUR",1911
"Hypnale","hypnale","MERREM",1820
"Hypnale","nepa","LAURENTI",1768
"Hypnale","zara","GRAY",1849
"Hypoptophis","wilsonii","BOULENGER",1908
"Hypsicalotes","kinabaluensis","DE GRIJS",1937
"Hypsiglena","affinis","BOULENGER",1894
"Hypsiglena","catalinae","TANNER",1966
"Hypsiglena","chlorophaea","COPE",1860
"Hypsiglena","jani","DUGES",1865
"Hypsiglena","ochrorhynchus","COPE",1860
"Hypsiglena","slevini","TANNER",1943
"Hypsiglena","tanzeri","DIXON & LIEB",1972
"Hypsiglena","torquata","GUNTHER",1860
"Hypsiglena","unaocularus","TANNER",1946
"Hypsilurus","auritus","MEYER",1874
"Hypsilurus","binotatus","MEYER",1874
"Hypsilurus","bruijnii","PETERS & DORIA",1878
"Hypsilurus","capreolatus","KRAUS & MYERS",2012
"Hypsilurus","geelvinkianus","PETERS & DORIA",1878
"Hypsilurus","godeffroyi","PETERS",1867
"Hypsilurus","hikidanus","MANTHEY & DENZER",2006
"Hypsilurus","longi","MACLEAY",1877
"Hypsilurus","macrolepis","PETERS",1872
"Hypsilurus","magnus","MANTHEY & DENZER",2006
"Hypsilurus","modestus","MEYER",1874
"Hypsilurus","nigrigularis","MEYER",1874
"Hypsilurus","ornatus","MANTHEY & DENZER",2006
"Hypsilurus","papuensis","MACLEAY",1877
"Hypsilurus","schoedei","VOGT",1932
"Hypsilurus","schultzewestrumi","URBAN",1999
"Hypsilurus","tenuicephalus","MANTHEY & DENZER",2006
"Hypsirhynchus","ater","GOSSE",1851
"Hypsirhynchus","callilaemus","GOSSE",1851
"Hypsirhynchus","ferox","GUNTHER",1858
"Hypsirhynchus","funereus","COPE",1862
"Hypsirhynchus","melanichnus","COPE",1862
"Hypsirhynchus","parvifrons","COPE",1862
"Hypsirhynchus","polylepis","BUDEN",1966
"Hypsirhynchus","scalaris","COPE",1862
"Hypsiscopus","matannensis","BOULENGER",1897
"Hypsiscopus","plumbea","BOIE",1827
"Ialtris","agyrtes","SCHWARTZ & ROSSMAN",1976
"Ialtris","dorsalis","GUNTHER",1858
"Ialtris","haetianus","COCHRAN",1935
"Ialtris","parishi","COCHRAN",1932
"Iberolacerta","aranica","ARRIBAS",1993
"Iberolacerta","aurelioi","ARRIBAS",1994
"Iberolacerta","bonnali","LANTZ",1927
"Iberolacerta","cyreni","MULLER & HELLMICH",1937
"Iberolacerta","galani","ARRIBAS CARRANZA & ODIERNA",2006
"Iberolacerta","horvathi","MEHELY",1904
"Iberolacerta","martinezricai","ARRIBAS",1996
"Iberolacerta","monticola","BOULENGER",1905
"Ichnotropis","bivittata","BOCAGE",1866
"Ichnotropis","capensis","SMITH",1838
"Ichnotropis","chapini","SCHMIDT",1919
"Ichnotropis","grandiceps","BROADLEY",1967
"Ichnotropis","microlepidota","MARX",1956
"Ichnotropis","tanganicana","BOULENGER",1917
"Iguana","delicatissima","LAURENTI",1768
"Iguana","iguana","LINNAEUS",1758
"Iguanognathus","werneri","BOULENGER",1898
"Imantodes","cenchoa","LINNAEUS",1758
"Imantodes","chocoensis","TORRES-CARVAJAL YANEZ-MUNOZ QUIROLA SMITH & ALMENDARIZ",2012
"Imantodes","gemmistratus","COPE",1861
"Imantodes","guane","MISSASSI & PRUDENTE",2015
"Imantodes","inornatus","BOULENGER",1896
"Imantodes","lentiferus","COPE",1894
"Imantodes","phantasma","MYERS",1982
"Imantodes","tenuissimus","COPE",1867
"Indotyphlops","ahsanai","KHAN",1999
"Indotyphlops","albiceps","BOULENGER",1898
"Indotyphlops","braminus","DAUDIN",1803
"Indotyphlops","exiguus","JAN",1864
"Indotyphlops","filiformis","DUMERIL & BIBRON",1844
"Indotyphlops","fletcheri","WALL",1919
"Indotyphlops","jerdoni","BOULENGER",1890
"Indotyphlops","lankaensis","TAYLOR",1947
"Indotyphlops","lazelli","WALLACH & PAUWELS",2004
"Indotyphlops","leucomelas","BOULENGER",1890
"Indotyphlops","longissimus","DUMERIL & BIBRON",1844
"Indotyphlops","loveridgei","CONSTABLE",1949
"Indotyphlops","madgemintonae","KHAN",1999
"Indotyphlops","malcolmi","TAYLOR",1947
"Indotyphlops","meszoelyi","WALLACH",1999
"Indotyphlops","ozakiae","WALLACH",2001
"Indotyphlops","pammeces","GUNTHER",1864
"Indotyphlops","porrectus","STOLICZKA",1871
"Indotyphlops","schmutzi","AUFFENBERG",1980
"Indotyphlops","tenebrarum","TAYLOR",1947
"Indotyphlops","tenuicollis","PETERS",1864
"Indotyphlops","veddae","TAYLOR",1947
"Indotyphlops","violaceus","TAYLOR",1947
"Insulasaurus","arborens","TAYLOR",1917
"Insulasaurus","traanorum","LINKEM DIESMOS & BROWN",2010
"Insulasaurus","victoria","BROWN & ALCALA",1980
"Insulasaurus","wrighti","TAYLOR",1925
"Intellagama","lesueurii","GRAY",1831
"Inyoka","swazicus","SCHAEFER",1970
"Iphisa","elegans","GRAY",1851
"Iranolacerta","brandtii","DE FILIPPI",1863
"Iranolacerta","zagrosica","RASTEGAR-POUYANI & NILSON",1998
"Isanophis","boonsongi","TAYLOR & ELBEL",1958
"Isopachys","anguinoides","BOULENGER",1914
"Isopachys","borealis","LANG & BOHME",1990
"Isopachys","gyldenstolpei","LONNBERG",1916
"Isopachys","roulei","ANGEL",1920
"Ithycyphus","blanci","DOMERGUE",1988
"Ithycyphus","goudoti","SCHLEGEL",1837
"Ithycyphus","miniatus","SCHLEGEL",1837
"Ithycyphus","oursi","DOMERGUE",1986
"Ithycyphus","perineti","DOMERGUE",1986
"Janetaescincus","braueri","BOETTGER",1896
"Janetaescincus","veseyfitzgeraldi","PARKER",1947
"Japalura","andersoniana","ANNANDALE",1905
"Japalura","dasi","SHAH & KASTLE",2002
"Japalura","kumaonensis","ANNANDALE",1907
"Japalura","major","JERDON",1870
"Japalura","sagittifera","SMITH",1940
"Japalura","tricarinata","BLYTH",1853
"Japalura","variegata","GRAY",1853
"Jarujinia","bipedalis","CHAN-ARD MAKCHAI & COTA",2011
"Kaestlea","beddomii","BOULENGER",1887
"Kaestlea","bilineata","GRAY",1846
"Kaestlea","laterimaculata","BOULENGER",1887
"Kaestlea","palnica","BOETTGER",1892
"Kaestlea","travancorica","BEDDOME",1870
"Kaieteurosaurus","hindsi","KOK",2005
"Kanakysaurus","viviparus","SADLIER & BAUER SMITH & WHITAKER",2004
"Kanakysaurus","zebratus","SADLIER & BAUER SMITH & WHITAKER",2008
"Karnsophis","siantaris","MURPHY & VORIS",2013
"Karusasaurus","jordani","PARKER",1936
"Karusasaurus","polyzonus","SMITH",1838
"Kentropyx","altamazonica","COPE",1875
"Kentropyx","borckiana","PETERS",1869
"Kentropyx","calcarata","SPIX",1825
"Kentropyx","lagartija","GALLARDO",1962
"Kentropyx","paulensis","BOETTGER",1893
"Kentropyx","pelviceps","COPE",1868
"Kentropyx","striata","DAUDIN",1802
"Kentropyx","vanzoi","GALLAGHER & DIXON",1980
"Kentropyx","viridistriga","BOULENGER",1894
"Kinyongia","adolfifriderici","STERNFELD",1912
"Kinyongia","asheorum","NECAS SINDACO KORENY KOPECNA MALONZA & MODRY",2009
"Kinyongia","boehmei","LUTZMANN & NECAS",2002
"Kinyongia","carpenteri","PARKER",1929
"Kinyongia","excubitor","BARBOUR",1911
"Kinyongia","fischeri","REICHENOW",1887
"Kinyongia","gyrolepis","GREENBAUM TOLLEY JOMA & KUSAMBA",2012
"Kinyongia","itombwensis","HUGHES KUSAMBA BEHANGANA & GREENBAUM",2017
"Kinyongia","magomberae","MENEGON TOLLEY JONES ROVERO MARSHALL & TILBURY",2009
"Kinyongia","matschiei","WERNER",1895
"Kinyongia","msuyae","MENEGON LOADER DAVENPORT HOWELL TILBURY MACHAGA & TOLLEY",2015
"Kinyongia","multituberculata","NIEDEN",1913
"Kinyongia","mulyai","TILBURY & TOLLEY",2015
"Kinyongia","oxyrhina","KLAVER & BOHME",1988
"Kinyongia","rugegensis","HUGHES KUSAMBA BEHANGANA & GREENBAUM",2017
"Kinyongia","tavetana","STEINDACHNER",1891
"Kinyongia","tenuis","MATSCHIE",1892
"Kinyongia","tolleyae","HUGHES KUSAMBA BEHANGANA & GREENBAUM",2017
"Kinyongia","uluguruensis","LOVERIDGE",1957
"Kinyongia","uthmoelleri","MULLER",1938
"Kinyongia","vanheygeni","NECAS",2009
"Kinyongia","vosseleri","NIEDEN",1913
"Kinyongia","xenorhina","BOULENGER",1901
"Kladirostratus","acutus","GUNTHER",1888
"Kladirostratus","togoensis","MATSCHIE",1893
"Kolekanos","plumicaudus","HAACKE",2008
"Kualatahan","pahangensis","TWEEDIE",1946
"Kuniesaurus","albiauris","SADLIER DEUSS BAUER & JOURDAN",2019
"Lacerta","agilis","LINNAEUS",1758
"Lacerta","bilineata","DAUDIN",1802
"Lacerta","citrovittata","WERNER",1938
"Lacerta","diplochondrodes","WETTSTEIN",1952
"Lacerta","media","LANTZ & CYREN",1920
"Lacerta","pamphylica","SCHMIDTLER",1975
"Lacerta","schreiberi","BEDRIAGA",1878
"Lacerta","strigata","EICHWALD",1831
"Lacerta","trilineata","BEDRIAGA",1886
"Lacerta","viridis","LAURENTI",1768
"Lacertaspis","chriswildi","BOHME & SCHMITZ",1996
"Lacertaspis","gemmiventris","SJOSTEDT",1897
"Lacertaspis","lepesmei","ANGEL",1940
"Lacertaspis","reichenowi","PETERS",1874
"Lacertaspis","rohdei","MULLER",1910
"Lacertoides","pardalis","SADLIER SHEA & BAUER",1997
"Lachesis","acrochorda","GARCIA",1896
"Lachesis","melanocephala","SOLORZANO & CERDAS",1986
"Lachesis","muta","LINNAEUS",1766
"Lachesis","stenophrys","COPE",1875
"Laemanctus","julioi","MCCRANIE",2018
"Laemanctus","longipes","WIEGMANN",1834
"Laemanctus","serratus","COPE",1864
"Laemanctus","waltersi","SCHMIDT",1933
"Lamprolepis","leucosticta","MULLER",1923
"Lamprolepis","nieuwenhuisii","LIDTH DE JEUDE",1905
"Lamprolepis","smaragdina","LESSON",1829
