"genus","species","subspecies","authority","year"
"Scincella","cherriei","stuarti","SMITH",1941
"Scincella","melanosticta","kohtaoensis","COCHRAN",1927
"Scincella","melanosticta","melanosticta","BOULENGER",1887
"Scincella","modesta","modesta","WANG & ZHAO",1986
"Scincella","modesta","septentrionalis","SCHMIDT",1925
"Scincopus","fasciatus","fasciatus","PETERS",1864
"Scincopus","fasciatus","melanocephalus","LANZA & CORSI",1981
"Scincus","albifasciatus","albifasciatus","BOULENGER",1890
"Scincus","albifasciatus","laterimaculatus","WERNER",1914
"Scincus","scincus","conirostris","BLANFORD",1881
"Scincus","scincus","cucullatus","WERNER",1914
"Scincus","scincus","meccensis","WIEGMANN",1837
"Scincus","scincus","scincus","LINNAEUS",1758
"Senticolis","triaspis","intermedia","BOETTGER",1883
"Senticolis","triaspis","mutabilis","COPE",1885
"Senticolis","triaspis","triaspis","Cope",1866
"Sepsina","tetradactyla","tetradactyla","PETERS",1874
"Sepsina","tetradactyla","hemptinnei","WITTE",1933
"Shinisaurus","crocodilurus","crocodilurus","AHL",1930
"Shinisaurus","crocodilurus","vietnamensis","SCHINGEN et al.",2016
"Sibon","sanniolus","neilli","HENDERSON HOEVERS & WILSON",1977
"Sibon","sanniolus","sanniolus","COPE",1866
"Sibynophis","chinensis","chinensis","GUNTHER",1889
"Sibynophis","chinensis","grahami","BOULENGER",1904
"Sibynophis","chinensis","miyiensis","ZHAO & KOU",1987
"Sibynophis","melanocephalus","melanocephalus","GRAY in GRAY & HARDWICKE",1835
"Sibynophis","melanocephalus","insularis","MERTENS",1927
"Sinomicrurus","japonicus","boettgeri","FRITZE",1894
"Sinomicrurus","japonicus","japonicus","GUNTHER",1868
"Sinomicrurus","macclellandi","macclellandi","REINHARDT",1844
"Sinomicrurus","macclellandi","iwasakii","MAKI",1935
"Sinomicrurus","macclellandi","swinhoei","VAN DENBURGH",1912
"Sinomicrurus","macclellandi","univirgatus","GUNTHER",1858
"Sinonatrix","percarinata","percarinata","BOULENGER",1899
"Sinonatrix","percarinata","suriki","MAKI",1931
"Sistrurus","miliarius","barbouri","GLOYD",1935
"Sistrurus","miliarius","miliarius","LINNAEUS",1766
"Sistrurus","miliarius","streckeri","GLOYD",1935
"Sistrurus","tergeminus","edwardsii","BAIRD & GIRARD",1853
"Sistrurus","tergeminus","tergeminus","SAY",1823
"Sonora","annulatus","annulatus","BAIRD",1859
"Sonora","annulatus","klauberi","STICKEL",1941
"Sonora","palarostris","organica","KLAUBER",1951
"Sonora","palarostris","palarostris","KLAUBER",1937
"Spalerosophis","diadema","cliffordii","SCHLEGEL",1837
"Spalerosophis","diadema","diadema","SCHLEGEL",1837
"Spalerosophis","diadema","schirazianus","JAN",1863
"Sphaerodactylus","altavelensis","brevirostratus","SHREVE",1968
"Sphaerodactylus","altavelensis","enriquilloensis","SHREVE",1968
"Sphaerodactylus","altavelensis","lucioi","THOMAS & SCHWARTZ",1983
"Sphaerodactylus","altavelensis","altavelensis","NOBLE & HASSLER",1933
"Sphaerodactylus","argivus","argivus","GARMAN",1888
"Sphaerodactylus","argivus","bartschi","COCHRAN",1934
"Sphaerodactylus","argivus","lewisi","GRANT",1941
"Sphaerodactylus","argus","andresensis","DUNN & SAXE",1950
"Sphaerodactylus","argus","argus","GOSSE",1850
"Sphaerodactylus","armstrongi","hypsinephes","THOMAS & SCHWARTZ",1983
"Sphaerodactylus","armstrongi","armstrongi","NOBLE & HASSLER",1933
"Sphaerodactylus","beattyi","seamani","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","beattyi","beattyi","GRANT",1937
"Sphaerodactylus","cinereus","stejnegeri","COCHRAN",1931
"Sphaerodactylus","cinereus","cinereus","WAGLER",1830
"Sphaerodactylus","clenchi","apocoptus","SCHWARTZ",1983
"Sphaerodactylus","clenchi","clenchi","SHREVE",1968
"Sphaerodactylus","copei","astreptus","SCHWARTZ",1975
"Sphaerodactylus","copei","cataplexis","SCHWARTZ & THOMAS",1965
"Sphaerodactylus","copei","copei","STEINDACHNER",1867
"Sphaerodactylus","copei","deuterus","SCHWARTZ",1975
"Sphaerodactylus","copei","enochrus","SCHWARTZ & THOMAS",1965
"Sphaerodactylus","copei","pelates","SCHWARTZ",1975
"Sphaerodactylus","copei","picturatus","GARMAN",1887
"Sphaerodactylus","copei","polyommatus","THOMAS",1968
"Sphaerodactylus","copei","websteri","SCHWARTZ",1975
"Sphaerodactylus","corticola","aporrox","SCHWARTZ",1968
"Sphaerodactylus","corticola","campter","SCHWARTZ",1968
"Sphaerodactylus","corticola","soter","SCHWARTZ",1968
"Sphaerodactylus","corticola","corticola","GARMAN",1888
"Sphaerodactylus","darlingtoni","darlingtoni","SHREVE",1968
"Sphaerodactylus","darlingtoni","noblei","SHREVE",1968
"Sphaerodactylus","darlingtoni","bobilini","THOMAS & SCHWARTZ",1983
"Sphaerodactylus","darlingtoni","mekistus","THOMAS & SCHWARTZ",1983
"Sphaerodactylus","difficilis","anthracomus","SCHWARTZ",1983
"Sphaerodactylus","difficilis","difficilis","BARBOUR",1914
"Sphaerodactylus","difficilis","diolenius","SCHWARTZ",1983
"Sphaerodactylus","difficilis","euopter","SCHWARTZ",1983
"Sphaerodactylus","difficilis","lycauges","SCHWARTZ",1983
"Sphaerodactylus","difficilis","peratus","SCHWARTZ",1983
"Sphaerodactylus","difficilis","typhlopous","SCHWARTZ",1983
"Sphaerodactylus","elegans","elegans","MACLEAY",1834
"Sphaerodactylus","elegans","punctatissimus","DUMERIL & BIBRON",1836
"Sphaerodactylus","fantasticus","fantasticus","DUMERIL & BIBRON",1836
"Sphaerodactylus","fantasticus","anidrotus","THOMAS",1964
"Sphaerodactylus","fantasticus","fuga","THOMAS",1964
"Sphaerodactylus","fantasticus","hippomanes","THOMAS",1964
"Sphaerodactylus","fantasticus","karukera","THOMAS",1964
"Sphaerodactylus","fantasticus","ligniservulus","KING",1962
"Sphaerodactylus","fantasticus","orescius","THOMAS",1964
"Sphaerodactylus","fantasticus","tartaropylorus","THOMAS",1964
"Sphaerodactylus","macrolepis","ateles","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","macrolepis","grandisquamis","STEJNEGER",1904
"Sphaerodactylus","macrolepis","guarionex","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","macrolepis","inigoi","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","macrolepis","mimetes","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","macrolepis","macrolepis","GUNTHER",1859
"Sphaerodactylus","macrolepis","phoberus","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","macrolepis","spanius","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","macrolepis","stibarus","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","microlepis","thomasi","SCHWARTZ",1965
"Sphaerodactylus","microlepis","microlepis","REINHARDT & LUTKEN",1862
"Sphaerodactylus","nigropunctatus","alayoi","GRANT",1959
"Sphaerodactylus","nigropunctatus","atessares","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","nigropunctatus","decoratus","GARMAN",1888
"Sphaerodactylus","nigropunctatus","flavicauda","BARBOUR",1904
"Sphaerodactylus","nigropunctatus","gibbus","BARBOUR",1921
"Sphaerodactylus","nigropunctatus","granti","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","nigropunctatus","lissodesmus","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","nigropunctatus","nigropunctatus","GRAY",1845
"Sphaerodactylus","nigropunctatus","ocujal","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","nigropunctatus","porrasi","SCHWARTZ",1972
"Sphaerodactylus","nigropunctatus","strategus","THOMAS & SCHWARTZ",1966
"Sphaerodactylus","notatus","notatus","BAIRD",1858
"Sphaerodactylus","notatus","amaurus","SCHWARTZ",1966
"Sphaerodactylus","notatus","atactus","SCHWARTZ",1966
"Sphaerodactylus","notatus","peltastes","SCHWARTZ",1966
"Sphaerodactylus","randi","methorius","SCHWARTZ",1977
"Sphaerodactylus","randi","strahmi","SCHWARTZ",1977
"Sphaerodactylus","randi","randi","SHREVE",1968
"Sphaerodactylus","richardsonii","gossei","GRANT",1939
"Sphaerodactylus","richardsonii","richardsonii","GRAY",1845
"Sphaerodactylus","savagei","juanilloensis","SHREVE",1968
"Sphaerodactylus","savagei","savagei","SHREVE",1968
"Sphaerodactylus","streptophorus","sphenophanes","THOMAS & SCHWARTZ",1983
"Sphaerodactylus","streptophorus","streptophorus","THOMAS & SCHWARTZ",1977
"Sphaerodactylus","torrei","spielmani","GRANT",1958
"Sphaerodactylus","torrei","torrei","BARBOUR",1914
"Sphaerodactylus","vincenti","adamas","SCHWARTZ",1964
"Sphaerodactylus","vincenti","diamesus","SCHWARTZ",1964
"Sphaerodactylus","vincenti","festus","BARBOUR",1915
"Sphaerodactylus","vincenti","josephinae","SCHWARTZ",1964
"Sphaerodactylus","vincenti","monilifer","BARBOUR",1921
"Sphaerodactylus","vincenti","paulmarinae","BREUIL",2013
"Sphaerodactylus","vincenti","pheristus","SCHWARTZ",1964
"Sphaerodactylus","vincenti","psammius","SCHWARTZ",1964
"Sphaerodactylus","vincenti","ronaldi","SCHWARTZ",1964
"Sphaerodactylus","vincenti","vincenti","BOULENGER",1891
"Sphenomorphus","maculatus","maculatus","BLYTH",1853
"Sphenomorphus","maculatus","mitanensis","ANNANDALE",1905
"Sphenomorphus","maindroni","maindroni","SAUVAGE",1878
"Sphenomorphus","maindroni","wolfi","STERNFELD",1918
"Sphenomorphus","necopinatus","necopinatus","BRONGERSMA",1942
"Sphenomorphus","necopinatus","garutensis","BRONGERSMA",1942
"Sphenomorphus","sanctus","tenggeranus","MERTENS",1957
"Sphenomorphus","sanctus","sanctus","DUMERIL & BIBRON",1839
"Spilotes","sulphureus","dieperinkii","SCHLEGEL",1837
"Spilotes","sulphureus","sulphureus","WAGLER",1824
"Stellagama","stellio","brachydactyla","HAAS",1951
"Stellagama","stellio","cypriaca","DAAN",1967
"Stellagama","stellio","daani","BEUTLER & FROR",1980
"Stellagama","stellio","picea","PARKER",1935
"Stellagama","stellio","salehi","WERNER in LACHMAN et al.",2006
"Stellagama","stellio","stellio","LINNAEUS",1758
"Stellagama","stellio","vulgaris","SONNINI & LATREILLE",1801
"Stenorrhina","degenhardtii","ocellata","JAN & SORDELLI",1876
"Stenorrhina","degenhardtii","degenhardtii","BERTHOLD",1846
"Stenorrhina","degenhardtii","mexicana","STEINDACHNER",1867
"Storeria","occipitomaculata","obscura","TRAPIDO",1944
"Storeria","occipitomaculata","occipitomaculata","STORER",1839
"Storeria","occipitomaculata","pahasapae","SMITH",1963
"Strophurus","ciliaris","ciliaris","BOULENGER",1885
"Strophurus","ciliaris","aberrans","GLAUERT",1952
"Strophurus","spinigerus","spinigerus","GRAY",1842
"Strophurus","spinigerus","inornatus","STORR",1988
"Strophurus","taenicauda","taenicauda","DE VIS",1886
"Strophurus","taenicauda","albiocularis","BROWN WORTHINGTON-WILMER & MACDONALD",2012
"Strophurus","taenicauda","triaureus","BROWN WORTHINGTON-WILMER & MACDONALD",2012
"Sundatyphlops","polygrammicus","brongersmai","MERTENS",1929
"Sundatyphlops","polygrammicus","elberti","ROUX",1911
"Sundatyphlops","polygrammicus","florensis","BOULENGER",1897
"Sundatyphlops","polygrammicus","polygrammicus","SCHLEGEL",1839
"Sundatyphlops","polygrammicus","undecimlineatus","MERTENS",1927
"Tachymenis","attenuata","attenuata","WALKER",1945
"Tachymenis","attenuata","boliviana","WALKER",1945
"Tachymenis","chilensis","chilensis","SCHLEGEL",1837
"Tachymenis","chilensis","coronellina","WERNER",1898
"Takydromus","kuehnei","vietnamensis","ZIEGLER & BISCHOFF",1999
"Takydromus","kuehnei","kuehnei","VAN DENBURGH",1909
"Takydromus","sexlineatus","ocellatus","GUERIN-MENEVILLE",1829
"Takydromus","sexlineatus","sexlineatus","DAUDIN",1802
"Takydromus","tachydromoides","oldi","WALLEY",1958
"Takydromus","tachydromoides","tachydromoides","SCHLEGEL",1838
"Tantilla","relicta","neilli","TELFORD",1966
"Tantilla","relicta","pamlica","TELFORD",1966
"Tantilla","relicta","relicta","TELFORD",1966
"Tantillita","lintoni","rozellae","PEREZ-HIGAREDA",1985
"Tantillita","lintoni","lintoni","SMITH",1940
"Tarentola","americana","warreni","SCHWARTZ",1968
"Tarentola","americana","americana","GRAY",1831
"Tarentola","annularis","relicta","JOGER",1984
"Tarentola","annularis","annularis","GEOFFROY SAINT-HILAIRE",1827
"Tarentola","boettgeri","boettgeri","STEINDACHNER",1891
"Tarentola","boettgeri","hierrensis","JOGER & BISCHOFF",1983
"Tarentola","ephippiata","hoggarensis","WERNER",1937
"Tarentola","ephippiata","nikolausi","JOGER",1984
"Tarentola","ephippiata","senegambiae","JOGER",1984
"Tarentola","ephippiata","ephippiata","O'SHAUGHNESSY",1875
"Tarentola","fascicularis","fascicularis","DAUDIN",1802
"Tarentola","fascicularis","wolfgangi","JOGER & BSHAENIA",2010
"Tarentola","gigas","brancoensis","SCHLEICH",1984
"Tarentola","gigas","gigas","BOCAGE",1875
"Tarentola","mauritanica","juliae","JOGER",1984
"Tarentola","mauritanica","mauritanica","LINNAEUS",1758
"Tarentola","mauritanica","pallida","GENIEZ ESCATLLAR CROCHET MATEO & BONS",1999
"Tarentola","neglecta","geyri","JOGER",1984
"Tarentola","neglecta","lanzai","BSHAENA & JOGER",2013
"Tarentola","neglecta","neglecta","STRAUCH",1895
"Tarentola","protogigas","hartogi","JOGER",1993
"Tarentola","protogigas","protogigas","JOGER",1984
"Teira","dugesii","dugesii","MILNE-EDWARDS",1829
"Teira","dugesii","selvagensis","BISCHOFF OSENEGG & MAYER",1989
"Teira","dugesii","jogeri","BISCHOFF OSENEGG & MAYER",1989
"Teira","dugesii","mauli","MERTENS",1938
"Telescopus","dhara","dhara","FORSKAL",1775
"Telescopus","dhara","somalicus","PARKER",1949
"Telescopus","fallax","cyprianus","BARBOUR & AMARAL",1927
"Telescopus","fallax","fallax","FLEISCHMANN",1831
"Telescopus","fallax","iberus","EICHWALD",1831
"Telescopus","fallax","intermedius","GRUBER",1974
"Telescopus","fallax","multisquamatus","WETTSTEIN",1952
"Telescopus","fallax","pallidus","STEPANEK",1944
"Telescopus","fallax","syriacus","BOETTGER",1880
"Telescopus","semiannulatus","polystictus","MERTENS",1954
"Telescopus","semiannulatus","semiannulatus","SMITH",1849
"Tenuidactylus","caspius","caspius","EICHWALD",1831
"Tenuidactylus","caspius","insularis","AKHMEDOV & SZCZERBAK",1978
"Tenuidactylus","longipes","longipes","NIKOLSKY",1896
"Tenuidactylus","longipes","microlepis","LANTZ",1918
"Tetradactylus","africanus","africanus","GRAY",1838
"Tetradactylus","africanus","fitzsimonsi","HEWITT",1915
"Thamnophis","atratus","atratus","KENNICOTT",1860
"Thamnophis","atratus","hydrophilus","FITCH",1936
"Thamnophis","atratus","zaxanthus","BOUNDY",1999
"Thamnophis","cyrtopsis","cyrtopsis","KENNICOTT",1860
"Thamnophis","cyrtopsis","ocellatus","COPE",1880
"Thamnophis","cyrtopsis","collaris","JAN",1863
"Thamnophis","elegans","elegans","BAIRD & GIRARD",1853
"Thamnophis","elegans","vagrans","BAIRD & GIRARD",1853
"Thamnophis","elegans","hueyi","VAN DENBURGH & SLEVIN",1923
"Thamnophis","elegans","terrestris","FOX",1951
"Thamnophis","eques","eques","REUSS",1834
"Thamnophis","eques","carmenensis","CONANT",2003
"Thamnophis","eques","cuitzeoensis","CONANT",2003
"Thamnophis","eques","diluvialis","CONANT",2003
"Thamnophis","eques","insperatus","CONANT",2003
"Thamnophis","eques","megalops","KENNICOTT",1860
"Thamnophis","eques","obscurus","CONANT",2003
"Thamnophis","eques","patzcuaroensis","CONANT",2003
"Thamnophis","eques","scotti","CONANT",2003
"Thamnophis","eques","virgatenuis","CONANT",1963
"Thamnophis","marcianus","marcianus","BAIRD & GIRARD",1853
"Thamnophis","marcianus","praeocularis","BOCOURT",1892
"Thamnophis","melanogaster","canescens","SMITH",1942
"Thamnophis","melanogaster","chihuahuaensis","TANNER",1959
"Thamnophis","melanogaster","linearis","SMITH NIXON & SMITH",1950
"Thamnophis","melanogaster","melanogaster","PETERS",1864
"Thamnophis","proximus","alpinus","ROSSMAN",1963
"Thamnophis","proximus","diabolicus","ROSSMAN",1963
"Thamnophis","proximus","orarius","ROSSMAN",1963
"Thamnophis","proximus","proximus","SAY",1823
"Thamnophis","proximus","rubrilineatus","ROSSMAN",1963
"Thamnophis","proximus","rutiloris","COPE",1885
"Thamnophis","saurita","nitae","ROSSMAN",1963
"Thamnophis","saurita","sackenii","KENNICOTT",1859
"Thamnophis","saurita","saurita","LINNAEUS",1766
"Thamnophis","saurita","septentrionalis","ROSSMAN",1963
"Thamnophis","sirtalis","annectens","BROWN",1950
"Thamnophis","sirtalis","concinnus","HALLOWELL",1852
"Thamnophis","sirtalis","dorsalis","BAIRD & GIRARD",1853
"Thamnophis","sirtalis","fitchi","FOX",1951
"Thamnophis","sirtalis","infernalis","BLAINVILLE",1835
"Thamnophis","sirtalis","lowei","TANNER",1988
"Thamnophis","sirtalis","pallidulus","ALLEN",1899
"Thamnophis","sirtalis","parietalis","SAY",1823
"Thamnophis","sirtalis","pickeringii","BAIRD & GIRARD",1853
"Thamnophis","sirtalis","semifasciatus","COPE",1892
"Thamnophis","sirtalis","similis","ROSSMAN",1965
"Thamnophis","sirtalis","sirtalis","LINNAEUS",1758
"Thamnophis","sirtalis","tetrataenia","COPE in YARROW",1875
"Thamnophis","validus","celaeno","COPE",1861
"Thamnophis","validus","isabellae","CONANT",1953
"Thamnophis","validus","thamnophisoides","CONANT",1961
"Thamnophis","validus","validus","KENNICOTT",1860
"Thelotornis","capensis","capensis","SMITH",1849
"Thelotornis","capensis","oatesi","GUNTHER",1881
"Thelotornis","capensis","schilsi","DERLEYN",1978
"Tiliqua","gigas","evanescens","SHEA",2000
"Tiliqua","gigas","keiensis","OUDEMANS",1894
"Tiliqua","gigas","gigas","SCHNEIDER",1801
"Tiliqua","rugosa","aspera","GRAY",1845
"Tiliqua","rugosa","konowi","MERTENS",1958
"Tiliqua","rugosa","rugosa","GRAY",1825
"Tiliqua","rugosa","palarra","SHEA",2000
"Tiliqua","scincoides","scincoides","WHITE",1790
"Tiliqua","scincoides","intermedia","MITCHELL",1955
"Tiliqua","scincoides","chimaerea","SHEA",2000
"Timon","lepidus","ibericus","LOPEZ-SEOANE",1885
"Timon","lepidus","lepidus","DAUDIN",1802
"Timon","lepidus","oteroi","CASTROVIEJO & MATEO",1998
"Toxicocalamus","preussi","angusticinctus","BOGERT & MATALAS",1945
"Toxicocalamus","preussi","preussi","STERNFELD",1913
"Trachylepis","bayonii","bayonii","BOCAGE",1872
"Trachylepis","bayonii","keniensis","LOVERIDGE",1956
"Trachylepis","elegans","elegans","PETERS",1854
"Trachylepis","elegans","delphinensis","BRYGOO",1983
"Trachylepis","perrotetii","perrotetii","DUMERIL & BIBRON",1839
"Trachylepis","perrotetii","upembae","DE WITTE",1953
"Trachylepis","quinquetaeniata","quinquetaeniata","LICHTENSTEIN",1823
"Trachylepis","quinquetaeniata","riggenbachi","STERNFELD",1917
"Trachylepis","quinquetaeniata","scharica","STERNFELD",1917
"Trachylepis","sulcata","ansorgii","BOULENGER",1907
"Trachylepis","sulcata","sulcata","PETERS",1867
"Trachylepis","wrightii","ilotensis","RENDAHL",1939
"Trachylepis","wrightii","wrightii","BOULENGER",1887
"Trapelus","agilis","isolepis","BOULENGER",1885
"Trapelus","agilis","agilis","OLIVIER",1807
"Trapelus","agilis","pakistanensis","RASTEGAR-POUYANI",1999
"Trapelus","agilis","khuzistanensis","RASTEGAR-POUYANI",1999
"Trapelus","mutabilis","pallidus","REUSS",1834
"Trapelus","mutabilis","mutabilis","MERREM",1820
"Trapelus","mutabilis","poppeki","WAGNER MELVILLE WILMS & SCHMITZ",2011
"Trapelus","ruderatus","ruderatus","OLIVIER",1804
"Trapelus","ruderatus","fieldii","HAAS & WERNER",1969
"Trapelus","sanguinolentus","aralensis","LICHTENSTEIN",1823
"Trapelus","sanguinolentus","sanguinolentus","PALLAS",1827
"Tretanorhinus","nigroluteus","nigroluteus","COPE",1861
"Tretanorhinus","nigroluteus","lateralis","BOCOURT",1891
"Tretanorhinus","nigroluteus","dichromaticus","VILLA",1969
"Tretanorhinus","nigroluteus","obscurus","VILLA",1969
"Tretanorhinus","variabilis","variabilis","DUMERIL BIBRON & DUMERIL",1854
"Tretanorhinus","variabilis","binghami","SCHWARTZ & OGREN",1956
"Tretanorhinus","variabilis","insulaepinorum","BARBOUR",1916
"Tretanorhinus","variabilis","lewisi","GRANT",1941
"Tretanorhinus","variabilis","wagleri","JAN",1863
"Tricheilostoma","sundewalli","sundewalli","JAN",1862
"Tricheilostoma","sundewalli","gestri","BOULENGER",1906
"Trimeresurus","sabahi","barati","REGENASS & KRAMER",1981
"Trimeresurus","sabahi","buniana","GRISMER GRISMER & MCGUIRE",2006
"Trimeresurus","sabahi","fucatus","VOGEL DAVID & PAUWELS",2004
"Trimeresurus","sabahi","sabahi","REGENASS & KRAMER",1981
"Trimeresurus","sabahi","toba","DAVID PETRI VOGEL & DORIA",2009
"Trimeresurus","stejnegeri","chenbihuii","ZHAO",1995
"Trimeresurus","stejnegeri","stejnegeri","SCHMIDT",1925
"Trimorphodon","tau","latifascia","PETERS",1870
"Trimorphodon","tau","tau","COPE",1870
"Trioceros","goetzei","goetzei","TORNIER",1899
"Trioceros","goetzei","nyikae","LOVERIDGE",1953
"Trioceros","harennae","harennae","LARGEN",1995
"Trioceros","harennae","fitchi","NECAS",2004
"Trioceros","jacksonii","jacksonii","BOULENGER",1896
"Trioceros","jacksonii","merumontanus","RAND",1958
"Trioceros","jacksonii","xantholophus","EASON FERGUSON & HEBRARD",1988
"Trioceros","quadricornis","quadricornis","TORNIER",1899
"Trioceros","quadricornis","eisentrauti","MERTENS",1968
"Trioceros","quadricornis","gracilior","BOHME & KLAVER",1981
"Trogonophis","wiegmanni","wiegmanni","KAUP",1830
"Trogonophis","wiegmanni","elegans","GERVAIS",1835
"Tropidoclonion","lineatum","annectens","RAMSEY",1953
"Tropidoclonion","lineatum","lineatum","HALLOWELL",1856
"Tropidoclonion","lineatum","mertensi","SMITH",1965
"Tropidoclonion","lineatum","texanum","RAMSEY",1953
"Tropidodipsas","fasciata","fasciata","GUNTHER",1858
"Tropidodipsas","fasciata","guerreroensis","TAYLOR",1939
"Tropidodipsas","sartorii","macdougalli","SMITH",1943
"Tropidodipsas","sartorii","sartorii","COPE",1863
"Tropidonophis","mairii","mairii","GRAY",1841
"Tropidonophis","mairii","plumbea","MACLEAY",1877
"Tropidophis","greenwayi","greenwayi","BARBOUR & SHREVE",1936
"Tropidophis","greenwayi","lanthanus","SCHWARTZ",1963
"Tropidophis","haetianus","haetianus","COPE",1879
"Tropidophis","haetianus","hemerus","SCHWARTZ",1975
"Tropidophis","haetianus","tiburonensis","SCHWARTZ",1975
"Tropidophis","melanurus","melanurus","SCHLEGEL",1837
"Tropidophis","melanurus","dysodes","SCHWARTZ & THOMAS",1960
"Tropidophis","melanurus","ericksoni","SCHWARTZ & THOMAS",1960
"Tropidosaura","montana","montana","GRAY",1831
"Tropidosaura","montana","natalensis","FITZSIMONS",1947
"Tropidosaura","montana","rangeri","HEWITT",1926
"Tropidurus","melanopleurus","melanopleurus","BOULENGER",1902
"Tropidurus","melanopleurus","pictus","MULLER",1924
"Tropiocolotes","tripolitanus","occidentalis","PARKER",1942
"Tropiocolotes","tripolitanus","apoklomax","PAPENFUSS",1969
"Tropiocolotes","tripolitanus","tripolitanus","PETERS",1880
"Tympanocryptis","lineata","lineata","PETERS",1863
"Tympanocryptis","lineata","macra","STORR",1982
"Typhlacontias","punctatissimus","punctatissimus","BOCAGE",1873
"Typhlacontias","punctatissimus","bogerti","LAURENT",1964
"Typhlacontias","punctatissimus","brainei","HAACKE",1997
"Uracentron","azureum","azureum","LINNAEUS",1758
"Uracentron","azureum","guentheri","BOULENGER",1895
"Uracentron","azureum","werneri","MERTENS",1925
"Uromacer","catesbyi","catesbyi","SCHLEGEL",1837
"Uromacer","catesbyi","cereolineatus","SCHWARTZ",1970
"Uromacer","catesbyi","frondicolor","SCHWARTZ",1970
"Uromacer","catesbyi","hariolatus","SCHWARTZ",1970
"Uromacer","catesbyi","inchausteguii","SCHWARTZ",1970
"Uromacer","catesbyi","insulaevaccarum","SCHWARTZ",1970
"Uromacer","catesbyi","pampineus","SCHWARTZ",1970
"Uromacer","catesbyi","scandax","DUNN",1920
"Uromacer","frenatus","frenatus","GUNTHER",1865
"Uromacer","frenatus","chlorauges","SCHWARTZ",1976
"Uromacer","frenatus","dorsalis","DUNN",1920
"Uromacer","frenatus","wetmorei","COCHRAN",1931
"Uromastyx","aegyptia","aegyptia","FORSKAL",1775
"Uromastyx","aegyptia","microlepis","ARNOLD",1980
"Uromastyx","aegyptia","leptieni","WILMS & BOHME",2000
"Uromastyx","dispar","dispar","HEYDEN",1827
"Uromastyx","dispar","flavifasciata","MERTENS",1962
"Uromastyx","dispar","hodhensis","TRAPE TRAPE & CHIRIO",2012
"Uromastyx","dispar","maliensis","JOGER & LAMBERT",1996
"Uromastyx","ornata","ornata","HEYDEN",1827
"Uromastyx","ornata","philbyi","PARKER",1938
"Uropeltis","macrolepis","macrolepis","PETERS",1862
"Uropeltis","macrolepis","mahableshwarensis","CHARI",1955
"Urosaurus","bicarinatus","bicarinatus","DUMERIL",1856
"Urosaurus","bicarinatus","anonymorphus","MITTLEMAN",1941
"Urosaurus","bicarinatus","nelsoni","SCHMIDT",1921
"Urosaurus","bicarinatus","spinosus","BUMZAHEM & SMITH",1954
"Urosaurus","bicarinatus","tuberculatus","SCHMIDT",1921
"Urosaurus","graciosus","graciosus","HALLOWELL",1854
"Urosaurus","graciosus","shannoni","LOWE",1955
"Urosaurus","ornatus","ornatus","BAIRD & GIRARD",1852
"Urosaurus","ornatus","caeruleus","SMITH",1935
"Urosaurus","ornatus","chiricahuae","MITTLEMAN",1941
"Urosaurus","ornatus","lateralis","BOULENGER",1883
"Urosaurus","ornatus","levis","STEJNEGER",1890
"Urosaurus","ornatus","linearis","BAIRD",1859
"Urosaurus","ornatus","schmidti","MITTLEMAN",1940
"Urosaurus","ornatus","schottii","BAIRD",1859
"Urosaurus","ornatus","symmetricus","BAIRD",1859
"Urosaurus","ornatus","wrighti","SCHMIDT",1921
"Uta","stansburiana","elegans","YARROW",1882
"Uta","stansburiana","martinensis","VAN DENBURGH",1905
"Uta","stansburiana","nevadensis","RUTHVEN",1913
"Uta","stansburiana","stansburiana","BAIRD & GIRARD",1852
"Uta","stansburiana","stejnegeri","SCHMIDT",1921
"Uta","stansburiana","taylori","SMITH",1935
"Uta","stansburiana","uniformis","PACK & TANNER",1970
"Varanus","acanthurus","acanthurus","BOULENGER",1885
"Varanus","acanthurus","brachyurus","STERNFELD",1919
"Varanus","acanthurus","insulanicus","MERTENS",1958
"Varanus","albigularis","albigularis","DAUDIN",1802
"Varanus","albigularis","angolensis","SCHMIDT",1933
"Varanus","albigularis","microstictus","BOETTGER",1893
"Varanus","bengalensis","bengalensis","DAUDIN",1802
"Varanus","bengalensis","irrawadicus","YANG & LI",1987
"Varanus","griseus","griseus","DAUDIN",1803
"Varanus","griseus","caspius","EICHWALD",1831
"Varanus","griseus","koniecznyi","MERTENS",1954
"Varanus","panoptes","panoptes","STORR",1980
"Varanus","panoptes","horni","BOHME",1988
"Varanus","panoptes","rubidus","STORR",1980
"Varanus","salvator","salvator","LAURENTI",1768
"Varanus","salvator","andamanensis","DERANIYAGALA",1944
"Varanus","salvator","bivittatus","KUHL",1820
"Varanus","salvator","macromaculatus","DERANIYAGALA",1944
